SERVER,,,,,,,log.php,NEWLOG
GUEST,8F8DAC,2979,,,,,Fri May 9 18:34:49 GMT+0200 2008,80.79.44.102:1261<br />
GOD,CAP,12,PGP,0,PSD,false,Fri May 9 18:42:12 GMT+0200 2008,80.79.44.102:1418<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,13,CGP,0,PSD,false,Fri May 9 18:42:21 GMT+0200 2008,80.79.44.102:1278<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,14,PGP,0,PSD,false,Fri May 9 18:42:22 GMT+0200 2008,80.79.44.102:1418<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,16,CGP,0,PSD,false,Fri May 9 18:42:31 GMT+0200 2008,80.79.44.102:1278<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,17,PGP,0,PSD,false,Fri May 9 18:42:32 GMT+0200 2008,80.79.44.102:1418<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,18,CGP,0,PSD,false,Fri May 9 18:42:41 GMT+0200 2008,80.79.44.102:1285<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,18,PGP,0,PSD,false,Fri May 9 18:42:42 GMT+0200 2008,80.79.44.102:1418<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,20,CGP,0,PSD,false,Fri May 9 18:42:51 GMT+0200 2008,80.79.44.102:1285<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,21,PGP,0,PSD,false,Fri May 9 18:42:52 GMT+0200 2008,80.79.44.102:1418<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,23,CGP,0,PSD,false,Fri May 9 18:43:01 GMT+0200 2008,80.79.44.102:1285<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,23,PGP,0,PSD,false,Fri May 9 18:43:02 GMT+0200 2008,80.79.44.102:1432<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,25,CGP,0,PSD,false,Fri May 9 18:43:11 GMT+0200 2008,80.79.44.102:1285<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,26,PGP,0,PSD,false,Fri May 9 18:43:12 GMT+0200 2008,80.79.44.102:1432<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,26,CGP,0,PSD,false,Fri May 9 18:43:21 GMT+0200 2008,80.79.44.102:1290<br />,ASAP,0,ASGP,0,TOL,20
GOD,CAP,27,PGP,0,PSD,false,Fri May 9 18:43:22 GMT+0200 2008,80.79.44.102:1432<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,30,CGP,0,PSD,false,Fri May 9 18:43:31 GMT+0200 2008,80.79.44.102:1293<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,31,PGP,0,PSD,false,Fri May 9 18:43:32 GMT+0200 2008,80.79.44.102:1446<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,32,CGP,0,PSD,false,Fri May 9 18:43:41 GMT+0200 2008,80.79.44.102:1293<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,32,PGP,0,PSD,false,Fri May 9 18:43:42 GMT+0200 2008,80.79.44.102:1449<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,34,CGP,0,PSD,false,Fri May 9 18:43:51 GMT+0200 2008,80.79.44.102:1298<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,35,PGP,0,PSD,false,Fri May 9 18:43:52 GMT+0200 2008,80.79.44.102:1449<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,37,CGP,0,PSD,false,Fri May 9 18:44:01 GMT+0200 2008,80.79.44.102:1298<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,38,PGP,0,PSD,false,Fri May 9 18:44:02 GMT+0200 2008,80.79.44.102:1449<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,38,CGP,0,PSD,false,Fri May 9 18:44:11 GMT+0200 2008,80.79.44.102:1299<br />,ASAP,0,ASGP,0,TOL,20
GOD,CAP,39,PGP,0,PSD,false,Fri May 9 18:44:12 GMT+0200 2008,80.79.44.102:1449<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,40,CGP,0,PSD,false,Fri May 9 18:44:21 GMT+0200 2008,80.79.44.102:1301<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,40,PGP,0,PSD,false,Fri May 9 18:44:22 GMT+0200 2008,80.79.44.102:1466<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,41,CGP,0,PSD,false,Fri May 9 18:44:31 GMT+0200 2008,80.79.44.102:1301<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,43,PGP,0,PSD,false,Fri May 9 18:44:32 GMT+0200 2008,80.79.44.102:1449<br />,ASAP,-2,ASGP,0,TOL,20
AGENT,PAP,46,CGP,0,PSD,false,Fri May 9 18:44:41 GMT+0200 2008,80.79.44.102:1301<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,46,PGP,0,PSD,false,Fri May 9 18:44:42 GMT+0200 2008,80.79.44.102:1471<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,48,CGP,0,PSD,false,Fri May 9 18:44:51 GMT+0200 2008,80.79.44.102:1303<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,48,PGP,0,PSD,false,Fri May 9 18:44:52 GMT+0200 2008,80.79.44.102:1471<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,50,CGP,0,PSD,false,Fri May 9 18:45:01 GMT+0200 2008,80.79.44.102:1303<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,51,PGP,0,PSD,false,Fri May 9 18:45:02 GMT+0200 2008,80.79.44.102:1471<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,52,CGP,0,PSD,false,Fri May 9 18:45:11 GMT+0200 2008,80.79.44.102:1308<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,52,PGP,0,PSD,false,Fri May 9 18:45:12 GMT+0200 2008,80.79.44.102:1471<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,54,CGP,0,PSD,false,Fri May 9 18:45:21 GMT+0200 2008,80.79.44.102:1308<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,56,PGP,0,PSD,false,Fri May 9 18:45:22 GMT+0200 2008,80.79.44.102:1471<br />,ASAP,-2,ASGP,0,TOL,20
AGENT,PAP,58,CGP,0,PSD,false,Fri May 9 18:45:31 GMT+0200 2008,80.79.44.102:1308<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,58,PGP,0,PSD,false,Fri May 9 18:45:32 GMT+0200 2008,80.79.44.102:1471<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,59,CGP,0,PSD,true,Fri May 9 18:45:41 GMT+0200 2008,80.79.44.102:1311<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,60,PGP,0,PSD,false,Fri May 9 18:45:42 GMT+0200 2008,80.79.44.102:1493<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,63,CGP,0,PSD,false,Fri May 9 18:45:51 GMT+0200 2008,80.79.44.102:1308<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,64,PGP,0,PSD,false,Fri May 9 18:45:52 GMT+0200 2008,80.79.44.102:1493<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,65,CGP,0,PSD,false,Fri May 9 18:46:01 GMT+0200 2008,80.79.44.102:1315<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,67,PGP,0,PSD,false,Fri May 9 18:46:02 GMT+0200 2008,80.79.44.102:1502<br />,ASAP,-2,ASGP,0,TOL,20
AGENT,PAP,68,CGP,0,PSD,false,Fri May 9 18:46:11 GMT+0200 2008,80.79.44.102:1317<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,69,PGP,0,PSD,false,Fri May 9 18:46:12 GMT+0200 2008,80.79.44.102:1499<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,71,CGP,0,PSD,false,Fri May 9 18:46:21 GMT+0200 2008,80.79.44.102:1317<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,72,PGP,0,PSD,false,Fri May 9 18:46:22 GMT+0200 2008,80.79.44.102:1499<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,73,CGP,0,PSD,false,Fri May 9 18:46:31 GMT+0200 2008,80.79.44.102:1322<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,73,PGP,0,PSD,false,Fri May 9 18:46:32 GMT+0200 2008,80.79.44.102:1499<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,77,CGP,0,PSD,false,Fri May 9 18:46:41 GMT+0200 2008,80.79.44.102:1317<br />,ASAP,4,ASGP,0,TOL,20
GOD,CAP,78,PGP,0,PSD,false,Fri May 9 18:46:42 GMT+0200 2008,80.79.44.102:1514<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,78,CGP,0,PSD,false,Fri May 9 18:46:51 GMT+0200 2008,80.79.44.102:1317<br />,ASAP,0,ASGP,0,TOL,20
GOD,CAP,78,PGP,0,PSD,false,Fri May 9 18:46:52 GMT+0200 2008,80.79.44.102:1499<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,82,CGP,0,PSD,false,Fri May 9 18:47:01 GMT+0200 2008,80.79.44.102:1326<br />,ASAP,4,ASGP,0,TOL,20
GOD,CAP,83,PGP,0,PSD,false,Fri May 9 18:47:02 GMT+0200 2008,80.79.44.102:1521<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,84,CGP,0,PSD,false,Fri May 9 18:47:11 GMT+0200 2008,80.79.44.102:1326<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,84,PGP,0,PSD,false,Fri May 9 18:47:13 GMT+0200 2008,80.79.44.102:1521<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,86,CGP,0,PSD,false,Fri May 9 18:47:21 GMT+0200 2008,80.79.44.102:1326<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,87,PGP,0,PSD,false,Fri May 9 18:47:23 GMT+0200 2008,80.79.44.102:1521<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,90,CGP,0,PSD,false,Fri May 9 18:47:31 GMT+0200 2008,80.79.44.102:1329<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,90,PGP,0,PSD,false,Fri May 9 18:47:33 GMT+0200 2008,80.79.44.102:1521<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,91,CGP,0,PSD,false,Fri May 9 18:47:41 GMT+0200 2008,80.79.44.102:1329<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,92,PGP,0,PSD,false,Fri May 9 18:47:43 GMT+0200 2008,80.79.44.102:1521<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,95,CGP,0,PSD,false,Fri May 9 18:47:51 GMT+0200 2008,80.79.44.102:1329<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,96,PGP,0,PSD,false,Fri May 9 18:47:53 GMT+0200 2008,80.79.44.102:1521<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,98,CGP,0,PSD,false,Fri May 9 18:48:01 GMT+0200 2008,80.79.44.102:1331<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,98,PGP,0,PSD,false,Fri May 9 18:48:03 GMT+0200 2008,80.79.44.102:1539<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,100,CGP,0,PSD,false,Fri May 9 18:48:11 GMT+0200 2008,80.79.44.102:1329<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,101,PGP,0,PSD,false,Fri May 9 18:48:13 GMT+0200 2008,80.79.44.102:1539<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,104,CGP,0,PSD,false,Fri May 9 18:48:21 GMT+0200 2008,80.79.44.102:1329<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,104,PGP,0,PSD,false,Fri May 9 18:48:23 GMT+0200 2008,80.79.44.102:1548<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,104,CGP,0,PSD,false,Fri May 9 18:48:31 GMT+0200 2008,80.79.44.102:1335<br />,ASAP,0,ASGP,0,TOL,20
GOD,CAP,107,PGP,0,PSD,false,Fri May 9 18:48:33 GMT+0200 2008,80.79.44.102:1548<br />,ASAP,-3,ASGP,0,TOL,20
AGENT,PAP,110,CGP,0,PSD,false,Fri May 9 18:48:41 GMT+0200 2008,80.79.44.102:1336<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,110,PGP,0,PSD,false,Fri May 9 18:48:43 GMT+0200 2008,80.79.44.102:1555<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,110,CGP,0,PSD,false,Fri May 9 18:48:51 GMT+0200 2008,80.79.44.102:1336<br />,ASAP,0,ASGP,0,TOL,20
GOD,CAP,110,PGP,0,PSD,false,Fri May 9 18:48:53 GMT+0200 2008,80.79.44.102:1561<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,115,CGP,0,PSD,false,Fri May 9 18:49:01 GMT+0200 2008,80.79.44.102:1340<br />,ASAP,5,ASGP,0,TOL,20
GOD,CAP,116,PGP,0,PSD,false,Fri May 9 18:49:03 GMT+0200 2008,80.79.44.102:1558<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,116,CGP,0,PSD,false,Fri May 9 18:49:11 GMT+0200 2008,80.79.44.102:1340<br />,ASAP,0,ASGP,0,TOL,20
GOD,CAP,116,PGP,0,PSD,false,Fri May 9 18:49:13 GMT+0200 2008,80.79.44.102:1558<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,121,CGP,0,PSD,false,Fri May 9 18:49:21 GMT+0200 2008,80.79.44.102:1340<br />,ASAP,5,ASGP,0,TOL,20
GOD,CAP,122,PGP,0,PSD,false,Fri May 9 18:49:23 GMT+0200 2008,80.79.44.102:1558<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,122,CGP,0,PSD,false,Fri May 9 18:49:31 GMT+0200 2008,80.79.44.102:1343<br />,ASAP,0,ASGP,0,TOL,20
GOD,CAP,124,PGP,0,PSD,false,Fri May 9 18:49:33 GMT+0200 2008,80.79.44.102:1558<br />,ASAP,-2,ASGP,0,TOL,20
AGENT,PAP,127,CGP,0,PSD,false,Fri May 9 18:49:41 GMT+0200 2008,80.79.44.102:1343<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,128,PGP,0,PSD,false,Fri May 9 18:49:43 GMT+0200 2008,80.79.44.102:1616<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,130,CGP,0,PSD,false,Fri May 9 18:49:51 GMT+0200 2008,80.79.44.102:1343<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,132,PGP,0,PSD,false,Fri May 9 18:49:53 GMT+0200 2008,80.79.44.102:1619<br />,ASAP,-2,ASGP,0,TOL,20
AGENT,PAP,133,CGP,0,PSD,false,Fri May 9 18:50:01 GMT+0200 2008,80.79.44.102:1350<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,133,PGP,0,PSD,false,Fri May 9 18:50:03 GMT+0200 2008,80.79.44.102:1619<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,136,CGP,0,PSD,false,Fri May 9 18:50:11 GMT+0200 2008,80.79.44.102:1350<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,137,PGP,0,PSD,false,Fri May 9 18:50:13 GMT+0200 2008,80.79.44.102:1619<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,138,CGP,0,PSD,false,Fri May 9 18:50:21 GMT+0200 2008,80.79.44.102:1350<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,139,PGP,0,PSD,false,Fri May 9 18:50:23 GMT+0200 2008,80.79.44.102:1619<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,141,CGP,0,PSD,false,Fri May 9 18:50:32 GMT+0200 2008,80.79.44.102:1352<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,141,PGP,0,PSD,false,Fri May 9 18:50:33 GMT+0200 2008,80.79.44.102:1619<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,144,CGP,0,PSD,false,Fri May 9 18:50:42 GMT+0200 2008,80.79.44.102:1353<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,144,PGP,0,PSD,false,Fri May 9 18:50:43 GMT+0200 2008,80.79.44.102:1636<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,146,CGP,0,PSD,false,Fri May 9 18:50:52 GMT+0200 2008,80.79.44.102:1355<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,148,PGP,0,PSD,false,Fri May 9 18:50:53 GMT+0200 2008,80.79.44.102:1636<br />,ASAP,-2,ASGP,0,TOL,20
AGENT,PAP,150,CGP,0,PSD,false,Fri May 9 18:51:02 GMT+0200 2008,80.79.44.102:1361<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,150,PGP,0,PSD,false,Fri May 9 18:51:03 GMT+0200 2008,80.79.44.102:1636<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,153,CGP,0,PSD,false,Fri May 9 18:51:12 GMT+0200 2008,80.79.44.102:1361<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,154,PGP,0,PSD,false,Fri May 9 18:51:13 GMT+0200 2008,80.79.44.102:1636<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,156,CGP,0,PSD,false,Fri May 9 18:51:22 GMT+0200 2008,80.79.44.102:1361<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,156,PGP,0,PSD,false,Fri May 9 18:51:23 GMT+0200 2008,80.79.44.102:1636<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,159,CGP,0,PSD,false,Fri May 9 18:51:32 GMT+0200 2008,80.79.44.102:1361<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,160,PGP,0,PSD,false,Fri May 9 18:51:33 GMT+0200 2008,80.79.44.102:1636<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,162,CGP,0,PSD,false,Fri May 9 18:51:42 GMT+0200 2008,80.79.44.102:1361<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,163,PGP,0,PSD,false,Fri May 9 18:51:43 GMT+0200 2008,80.79.44.102:1654<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,167,CGP,0,PSD,false,Fri May 9 18:51:52 GMT+0200 2008,80.79.44.102:1368<br />,ASAP,4,ASGP,0,TOL,20
GOD,CAP,168,PGP,0,PSD,false,Fri May 9 18:51:53 GMT+0200 2008,80.79.44.102:1654<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,169,CGP,0,PSD,false,Fri May 9 18:52:02 GMT+0200 2008,80.79.44.102:1370<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,170,PGP,0,PSD,false,Fri May 9 18:52:03 GMT+0200 2008,80.79.44.102:1654<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,174,CGP,0,PSD,false,Fri May 9 18:52:12 GMT+0200 2008,80.79.44.102:1370<br />,ASAP,4,ASGP,0,TOL,20
GOD,CAP,174,PGP,0,PSD,false,Fri May 9 18:52:13 GMT+0200 2008,80.79.44.102:1654<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,174,CGP,0,PSD,true,Fri May 9 18:52:22 GMT+0200 2008,80.79.44.102:1372<br />,ASAP,0,ASGP,0,TOL,20
GOD,CAP,178,PGP,0,PSD,false,Fri May 9 18:52:23 GMT+0200 2008,80.79.44.102:1671<br />,ASAP,-4,ASGP,0,TOL,20
AGENT,PAP,180,CGP,0,PSD,false,Fri May 9 18:52:32 GMT+0200 2008,80.79.44.102:1370<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,180,PGP,0,PSD,false,Fri May 9 18:52:33 GMT+0200 2008,80.79.44.102:1671<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,182,CGP,0,PSD,true,Fri May 9 18:52:42 GMT+0200 2008,80.79.44.102:1374<br />,ASAP,2,ASGP,0,TOL,20
GOD,CAP,185,PGP,0,PSD,false,Fri May 9 18:52:43 GMT+0200 2008,80.79.44.102:1671<br />,ASAP,-3,ASGP,0,TOL,20
AGENT,PAP,186,CGP,0,PSD,false,Fri May 9 18:52:52 GMT+0200 2008,80.79.44.102:1375<br />,ASAP,1,ASGP,0,TOL,20
GOD,CAP,186,PGP,0,PSD,false,Fri May 9 18:52:53 GMT+0200 2008,80.79.44.102:1683<br />,ASAP,0,ASGP,0,TOL,20
AGENT,PAP,189,CGP,0,PSD,false,Fri May 9 18:53:02 GMT+0200 2008,80.79.44.102:1379<br />,ASAP,3,ASGP,0,TOL,20
GOD,CAP,190,PGP,0,PSD,false,Fri May 9 18:53:03 GMT+0200 2008,80.79.44.102:1688<br />,ASAP,-1,ASGP,0,TOL,20
AGENT,PAP,193,CGP,0,PSD,false,Fri May 9 18:53:12 GMT+0200 2008,80.79.44.102:1379<br />,ASAP,3,ASGP,0,TOL,20
AGENT,PAP,197,CGP,0,PSD,false,Fri May 9 18:53:22 GMT+0200 2008,80.79.44.102:1382<br />,ASAP,7,ASGP,0,TOL,20
AGENT,PAP,199,CGP,0,PSD,false,Fri May 9 18:53:32 GMT+0200 2008,80.79.44.102:1382<br />,ASAP,9,ASGP,0,TOL,20
AGENT,PAP,202,CGP,0,PSD,false,Fri May 9 18:53:42 GMT+0200 2008,80.79.44.102:1382<br />,ASAP,12,ASGP,0,TOL,20
AGENT,PAP,207,CGP,0,PSD,true,Fri May 9 18:53:52 GMT+0200 2008,80.79.44.102:1383<br />,ASAP,17,ASGP,0,TOL,20
AGENT,PAP,208,CGP,0,PSD,false,Fri May 9 18:54:02 GMT+0200 2008,80.79.44.102:1382<br />,ASAP,18,ASGP,0,TOL,20
AGENT,PAP,214,CGP,0,PSD,false,Fri May 9 18:54:12 GMT+0200 2008,80.79.44.102:1383<br />,ASAP,24,ASGP,0,TOL,20,ASYNC:FORCE_REBOOT
REBOOT,AGE,,true,,GUE,false,Fri May 9 18:54:16 GMT+0200 2008,80.79.44.102:1383<br />
